{'anchors': [29, 26], 'sequence': '%^!&*%&!&%^!%*!%^%!^!%^&%*%!%&#*&!#!&%#', 'large_anchor': False}
{'anchors': [82, 76], 'sequence': '!&*#%^%&#^%*%!%!%&%&*%!%#%&!^*!*^&#*!&%&', 'large_anchor': True}
{'anchors': [12, 15], 'sequence': '&^%&^*!#!%^*%*!&#*%^!&#%!#*#!^#%&#*%^%*%', 'large_anchor': False}
{'anchors': [87, 89], 'sequence': '%&!^%!&^&*%!&#*!*^&*#*#!&#*^&#!*%#^#^&!#', 'large_anchor': True}
{'anchors': [13, 16], 'sequence': '^*%*&*!&#&%#!&!&!&^*!&#*#%!#&!^*%#&^%*&*', 'large_anchor': False}
{'anchors': [87, 83], 'sequence': '#^!*#*&^*!*%^%!#*#*%#&#%^!%^&%*^#*!%*#!*', 'large_anchor': True}
{'anchors': [20, 19], 'sequence': '&^&!&*&%*^%&!#^%*#*&%*&!*^*%*^&%!*#^!%!#', 'large_anchor': False}
{'anchors': [76, 76], 'sequence': '&%#!#*!^!&!*&^!*&^!*%#*^#^#^!^&^&#!#&#&!', 'large_anchor': True}
{'anchors': [18, 10], 'sequence': '#*!%!*!*&*#!#%*!*#*&^*!*&%#&%!&!#^%*&!%#', 'large_anchor': False}
{'anchors': [85, 89], 'sequence': '*^*%^!*%&^%!#^*%*^*&!*%*^&*!*%^%^#&%#!^#', 'large_anchor': True}
{'anchors': [21, 28], 'sequence': '#^!#%#*!&%&^!#!^#%*!%!%^&#!*!&!^%*%#!#^&', 'large_anchor': False}
{'anchors': [72, 82], 'sequence': '*%^&%&%!*&%#%^&!^!%#%#^!*%&!^&*&^#*#^!^%', 'large_anchor': True}
{'anchors': [23, 20], 'sequence': '^#&*%#^#%!&*#!%^!#^%#*%*#%^#!%&!*#&^&%^!', 'large_anchor': False}
{'anchors': [77, 78], 'sequence': '!#*^%*#&!%*#%^#&*!#*&^#!*%&%&#!^&!#*^!*#', 'large_anchor': True}
{'anchors': [28, 17], 'sequence': '#*%&%!&!#^#&%#^!&*!#*#!%!&*#%*&*%#^#!^&*', 'large_anchor': False}
{'anchors': [88, 90], 'sequence': '&%*&*%*&*#&*%&%!*!&%#!#&#!^!&^!&^*&#%&^#', 'large_anchor': True}
{'anchors': [27, 14], 'sequence': '!%&*#*^&%!^*&^*&!*!&%*!#%!&!&*!#^!^%#%#^', 'large_anchor': False}
{'anchors': [85, 85], 'sequence': '&#*#&^*!^#!%^*^%&%#*!^&*%#%*&%#*&*!&#!&%', 'large_anchor': True}
{'anchors': [28, 18], 'sequence': '^#&%^%^!^&*&%!#&#&%^!%*%#^#*!%&!#%^!^*#^', 'large_anchor': False}
{'anchors': [84, 73], 'sequence': '!#&#^%!&*#&!%!*#!&^*!#*%^&^&#^%^!&*#!&#*', 'large_anchor': True}
{'anchors': [20, 14], 'sequence': '*#*#%!&*^%&#!%#!%^!#^!&#%*%&%#!*!#&%^&*&', 'large_anchor': False}
{'anchors': [89, 82], 'sequence': '^#^%&!*!%!%#*&*^!&%*%#^%*&%!&%!%*^*!#%#!', 'large_anchor': True}
{'anchors': [21, 13], 'sequence': '*#!*!&!#&%*^#!#&*^&!#!#%^#^#%*%#!&%&^&!#', 'large_anchor': False}
{'anchors': [90, 82], 'sequence': '!^!&#!^&^*%&!%!%#%^%!%#*!*&#^&%&#!^&%*!^', 'large_anchor': True}
{'anchors': [12, 18], 'sequence': '*#%&*#&^%&^#!%!&!&#^%*%#*%!^#%#%#^#%#%&*', 'large_anchor': False}
{'anchors': [71, 90], 'sequence': '&#^!&%!#*%*#&!&^#!*&#!*#%#!%!&^#*&*#%#%&', 'large_anchor': True}
{'anchors': [14, 26], 'sequence': '&!&!*&#&^#*^!&!^#&!%#^&^&#&#%^%!*&%!*%!%', 'large_anchor': False}
{'anchors': [86, 84], 'sequence': '&!#*#^%#!#!*^%!#!#!^&!#&#!^#%#*^%#!^%!^*', 'large_anchor': True}
{'anchors': [22, 17], 'sequence': '#*!#!%#%&*%!^!^!&%*!#%#^*%&^#*!*%#!*#&#^', 'large_anchor': False}
{'anchors': [87, 88], 'sequence': '^*!%!*!#*%*!%^#&#%*%&^!^#&^*^#%&*!&%*^&*', 'large_anchor': True}
{'anchors': [18, 17], 'sequence': '!#^#&^&^&*#*#&*!*!#!*#*^*^!#*&#&*!%&*#^%', 'large_anchor': False}
{'anchors': [74, 90], 'sequence': '^!*%*&^&%&#!%#^&%^%^%!*#%#^&#%#^!&%!*^#&', 'large_anchor': True}
{'anchors': [15, 28], 'sequence': '&#!#!^%!#&#%^!*#*^&^&!&%#%*%#%#&*!%*!*#!', 'large_anchor': False}
{'anchors': [88, 82], 'sequence': '%&!*&*%#^*^&#^&*&#%&*%&!%#^&*!^%&!^*%!^#', 'large_anchor': True}
{'anchors': [13, 16], 'sequence': '!^%&!%*!^%^&%&#*%^!*#*%*!&!^&!^&*^#!*#!%', 'large_anchor': False}
{'anchors': [83, 75], 'sequence': '!&^&*%#^%^!^*&^#!^&!#^&*#&%*#^#&*&%*%&#!', 'large_anchor': True}
{'anchors': [18, 17], 'sequence': '%#*!&#!*^!&^%&!^!#!&!^*!*%!&*%*&#%!#&#*&', 'large_anchor': False}
{'anchors': [80, 85], 'sequence': '#!#^!%!%#*&!&!^*#!^&*^%#%*&#&%*%&!*&*^&^', 'large_anchor': True}
{'anchors': [29, 10], 'sequence': '^%^&%!#^#^#%&!^#^*!^*^%!*#^!&*!%*%#^*^&*#', 'large_anchor': False}
{'anchors': [87, 84], 'sequence': '%#*!*!#%*%*!&!^%#^&*!#^%!&^*&#%&^!%^!&%^!', 'large_anchor': True}
{'anchors': [18, 12], 'sequence': '!^*!&!&*&!&!&*&*%&^&*#^*#*&%*!*%!&^%&!#^!', 'large_anchor': False}
{'anchors': [74, 79], 'sequence': '^%!#^*&*&*!#^*&%*#!*%&#^%^%&#&*^#%#^&%^%^', 'large_anchor': True}
{'anchors': [20, 21], 'sequence': '*%#!^*!^%^!&^%&%&!^#%#%!%&#%*^!&^!^#&%#!#', 'large_anchor': False}
{'anchors': [74, 90], 'sequence': '%!%!^!^#&#^%^!&#!^#*&#*!^*%!*&*^&%!#!^%^&', 'large_anchor': True}
{'anchors': [29, 27], 'sequence': '^%!^#&%!^#^!#^%!*%*%!&#&*^%!&#^%*&!&#&!%*', 'large_anchor': False}
{'anchors': [72, 86], 'sequence': '%&^*^#^!&!#&*#&^*%!%^*#&#%!^#^%&^%!^*^!#^', 'large_anchor': True}
{'anchors': [25, 23], 'sequence': '*&#&*&!^&#^*&#^&!^#%*^&^%#^%!*#*#^&#!^%*!', 'large_anchor': False}
{'anchors': [79, 89], 'sequence': '&!#&*!&%!^*#&%#%^!%*%*#^*!%#%&%#&^*%*&^#%', 'large_anchor': True}
{'anchors': [23, 13], 'sequence': '&#&^!*%#&!%^#!&!#^*&!*&#!%&!*^*&*^&*^!%*&', 'large_anchor': False}
{'anchors': [71, 89], 'sequence': '^#^!*^*%^&^!&*&!&#!*&*^%*^#*%#^!^&!&*!*^%', 'large_anchor': True}
{'anchors': [20, 11], 'sequence': '#*%^%#%#!*^%!#!^&*!*&#!*&%&#!%^%&#^%^&*^#', 'large_anchor': False}
{'anchors': [76, 90], 'sequence': '^&*#^*&#*&!#^&*%!^%!*%*!*&%!*&!^&^!*^!^#&', 'large_anchor': True}
{'anchors': [27, 24], 'sequence': '^!%^#*#^#!^#%^!*&#*#%!#!^!^#*^!&!%&!*!*^*', 'large_anchor': False}
{'anchors': [85, 76], 'sequence': '*#&%^%^&*#*^*%!*^!#^#*&*^!^*%&!%&%*#^*%*#', 'large_anchor': True}
{'anchors': [18, 25], 'sequence': '!#&!#&!^&!&%*!*&%*!#*&#&%^!#&#^*&%#*#%*&%', 'large_anchor': False}
{'anchors': [82, 71], 'sequence': '^*%&%!&!^&!#*#^%!^&!&#*^*^#^!^#!%^%!%^!*#', 'large_anchor': True}
{'anchors': [21, 25], 'sequence': '*#*%^!#!*!&%*%&#%&!%#%^#*!^*%&!%^*&%&^&#*', 'large_anchor': False}
{'anchors': [79, 87], 'sequence': '&!^&^%!%*#%^&#*#*%*!^%!*!%&!^!*#&#!&*^%^#', 'large_anchor': True}
{'anchors': [26, 25], 'sequence': '&*!%!&*%^&^*!%#*!%*%^#!&!#!*!*%^*&%&*&%^%', 'large_anchor': False}
{'anchors': [75, 89], 'sequence': '^#%&#^*!*^!^*#%&#%^!#*&^&#*%*!*&^!%!*!%#!', 'large_anchor': True}
{'anchors': [25, 20], 'sequence': '&!%*%&!^!%#%#&^!*!&%!&!#*#&^*^#*%#*&*!&^#', 'large_anchor': False}
{'anchors': [78, 85], 'sequence': '#*^!&#!*^&!%!*#^%!#%&%#&#%*!^&*!#*!%&*!&%', 'large_anchor': True}
{'anchors': [23, 20], 'sequence': '!&#%!^*!%^*^*%*#!&*^#*&!&*#!%^%!#%#*#^%#^', 'large_anchor': False}
{'anchors': [79, 84], 'sequence': '%^!%!%*&#%*&^%&!&#!^&#!^%*!^%&%&^*&*!^%&%', 'large_anchor': True}
{'anchors': [15, 16], 'sequence': '^!%!%^!^*!%#&^*%*#*!#&*&!&*^&%#*&%^&%^%*!', 'large_anchor': False}
{'anchors': [77, 89], 'sequence': '*!*%^*&*!&!%^!%#&%&%*%!&%^!%^!#%*^#^&^#&%', 'large_anchor': True}
{'anchors': [20, 14], 'sequence': '^!*%#%#%#^&^&%&*^%&%&#%^#!*&%#%*#^*!%^#*#', 'large_anchor': False}
{'anchors': [75, 85], 'sequence': '*&^#*%&%#*^%!*%*!&#%#!*%^%*%#!#&!*&!&^%#*', 'large_anchor': True}
{'anchors': [20, 29], 'sequence': '^%*#*%#!*!*!*&^*#^*&#%^*%!^!#!%*!^&^%&!#*', 'large_anchor': False}
{'anchors': [80, 88], 'sequence': '&#%#&^%!^!&^#^*!%&^!*#*!#%*#*^&%^*!&!^%!*', 'large_anchor': True}
{'anchors': [11, 12], 'sequence': '!%&^%^!&*!*!&%*%!#^%!*#%^*#%*#%*&!#!^%*&!', 'large_anchor': False}
{'anchors': [81, 78], 'sequence': '%^&%#*#!%&*#!&^%*#&^*&%&#!%*^#!&^*^!&!^*%', 'large_anchor': True}
{'anchors': [16, 18], 'sequence': '^*!&!%!^#%^#!&#%*#^*^#%!%^#%#^#^#!#^&!#&%', 'large_anchor': False}
{'anchors': [78, 80], 'sequence': '!#%#*&#&%!#*#^!^%!#!%!^*!%!^*#^#^*^#%*#%!', 'large_anchor': True}
{'anchors': [10, 28], 'sequence': '&#%!&*&#%^%&*%^*^*&%*#&^*!*&!*^*#%*&!^&#!', 'large_anchor': False}
{'anchors': [82, 71], 'sequence': '^&*&%*!%#^*%&^&%^&!&^&#&%&#!#*#%^%&!*%!*#', 'large_anchor': True}
{'anchors': [21, 22], 'sequence': '!^!#^!&%#!#!*#*^%#!#*&%^!&*#!&*&^!^%&!%*!', 'large_anchor': False}
{'anchors': [78, 83], 'sequence': '#^!^%!%#%&#^&^*^&#!#*^#%*%&!#&*^%#%^%!*^%', 'large_anchor': True}
{'anchors': [24, 18], 'sequence': '^#&#%*%!&!&*^%&#!^*&%#!&^#^#!*^*&^#&^*!%*&', 'large_anchor': False}
{'anchors': [73, 72], 'sequence': '!*%*#%*!%!*^!#^%^!#*%*^*&*%*!&*^#%*#^!*!^#', 'large_anchor': True}
{'anchors': [11, 14], 'sequence': '%!#!#!%&^&*^%&*%^!&^%!%!#^%#*&^!*!#&*#&*^!', 'large_anchor': False}
{'anchors': [76, 90], 'sequence': '^#!#%&!#%&*%^#%^&^&^&%!#^!#%#!#!^*&*^%!&!^', 'large_anchor': True}
{'anchors': [19, 18], 'sequence': '!%&!#%&!&%&*&*%^*&%*#%!^*!^!%^&^#%!*%#%^%*', 'large_anchor': False}
{'anchors': [77, 78], 'sequence': '#%&!&^*%&#&#!^%^%*%*%^&^*#&%*%!*%&*!%!%&#*', 'large_anchor': True}
{'anchors': [20, 29], 'sequence': '%!#^#*&%*!%!%&!#^*%&!#&#!#*&*#&%!^#%#^!&#^', 'large_anchor': False}
{'anchors': [72, 75], 'sequence': '!^!^%&^&%*!#%#%&^*#^#^*^%#!#*^%^*#^#%&%!#*', 'large_anchor': True}
{'anchors': [28, 18], 'sequence': '%&#%*^!#%&%#^%&%*%!%!^&!^*!%*#&!&#%#%^!#&#', 'large_anchor': False}
{'anchors': [80, 83], 'sequence': '^#!&!^#&#!#!#!*&*!#*!&^!%^*^%*^#*%!%#&*&*&', 'large_anchor': True}
{'anchors': [17, 18], 'sequence': '#!*&!*#&!#&%!*&^&^&!&^*&*!#%!^!%^%!*#*%!%^', 'large_anchor': False}
{'anchors': [72, 71], 'sequence': '%^*#&#&*%^#&*!#&*#^*%#!^#&#!#^*&^%&^*#^!^#', 'large_anchor': True}
{'anchors': [23, 25], 'sequence': '!^#!&^*#!&#&%#^#!^*^!#&%#*&!^*%^&%^&%*!%&^', 'large_anchor': False}
{'anchors': [75, 90], 'sequence': '*%^#!%*%^!&%^&^!*!&^!^!&^!#*^#&#!^!&^*^&#^', 'large_anchor': True}
{'anchors': [15, 22], 'sequence': '&#%*&^&!&^%^#^%^%#!*%#&#&#^%*#^%#^%^&*^%*^', 'large_anchor': False}
{'anchors': [74, 86], 'sequence': '*!&*#!^%^!%!%&#%!*#!^#!%^&^#*%*^*#^!&#^#^&', 'large_anchor': True}
{'anchors': [15, 18], 'sequence': '*#%&^%^#!#!*&#&*&%!*#%&*%&^&%#^&!%#&%!^&^!', 'large_anchor': False}
{'anchors': [76, 90], 'sequence': '!^!&^*!%!*#*&#*#^&%!*%^%&%#!%*^#&%&!*^%!%*', 'large_anchor': True}
{'anchors': [29, 28], 'sequence': '&%!^#^*#&!^!^#*#*%&*&*^&#*^&*^&#%*%^*&*&!&', 'large_anchor': False}
{'anchors': [86, 80], 'sequence': '%#&!#^*^&^&%^!*^&*%&^#!*^#^%&#^%&#!*%^%!#!', 'large_anchor': True}
{'anchors': [25, 18], 'sequence': '#^%^#%&#&#%&#%^&#*&#^!&#^#!*&%!&%#!#!&%^&^', 'large_anchor': False}
{'anchors': [81, 89], 'sequence': '^%&#*!%*&^!&^#^&*#&%^!^&*!%*&%#^#!*&*&!^#^', 'large_anchor': True}
{'anchors': [26, 14], 'sequence': '%*%&#&*%#^!#*!%#!^%&^!#!&^!*%#!%!^!&%!*!%&', 'large_anchor': False}
{'anchors': [72, 82], 'sequence': '&#^#*!#&%^*%#%&#*%!#%&^&^!*!^#&%!^!#%&#%*%', 'large_anchor': True}
{'anchors': [25, 29], 'sequence': '#%#&%!#^!%^#!%^*#^*%*!*#!&*!%#%!%&!&!&%&^*', 'large_anchor': False}
{'anchors': [77, 85], 'sequence': '%!*!^!^#^*!*&%*!%*^&#*#&*#&*^*#^&!&!#!&*%^', 'large_anchor': True}
{'anchors': [17, 15], 'sequence': '%&%^*#&!#!#&*%!#*#*%^!#&%^*#&^&!&%^%*^#*%*', 'large_anchor': False}
{'anchors': [86, 86], 'sequence': '^#!#*&#!^*#^&*^*%#!#*&%#&#%*&#*!*^!&^%^%&*', 'large_anchor': True}
{'anchors': [14, 11], 'sequence': '#%!%!^!^#^#!^%^!^&#^#^!#&*^!%#!&*^*&!%*%*^', 'large_anchor': False}
{'anchors': [86, 80], 'sequence': '%!#*&^*%^#!*^#%&^&%^%!^&^!&*!&*!%^#%#%&*!#', 'large_anchor': True}
{'anchors': [24, 25], 'sequence': '*#^!#^&*&#!#^%#^!^%!&^%&#*^%#&*^&%*#*#*%&*', 'large_anchor': False}
{'anchors': [88, 76], 'sequence': '*%!&^#%&#^&*^%#*^!*!&%&^!#^!#^&#^!*#^!#%*&', 'large_anchor': True}
{'anchors': [13, 12], 'sequence': '&%#%&%!*%!*^!#%^#&%!%^*&%!%&*%!%#&#^%#*^*#', 'large_anchor': False}
{'anchors': [88, 72], 'sequence': '%&^#^#!&!*^&%&*#^#*!#*#*%!*&^&!#^*%#^#^%^&', 'large_anchor': True}
{'anchors': [19, 19], 'sequence': '^&*#*#^!#^%&#&%!*^%#*%&^#&!*#!%#&^%^%*%&^#', 'large_anchor': False}
{'anchors': [88, 90], 'sequence': '#^%&*&*!^%&!#^&*^%!#!*&!*&!%!&#&#*%&^*%*%#', 'large_anchor': True}
{'anchors': [16, 12], 'sequence': '%^%*%^*#*&!^!&%!^*%*&*#*#!&*#!&*!*#^&!*^!&', 'large_anchor': False}
{'anchors': [87, 89], 'sequence': '&*!#&%#^!*^!^&*#%#!%&*&#%!&!^*#*%&%&#%!^!^', 'large_anchor': True}
{'anchors': [24, 13], 'sequence': '#%*&#*%^!*&*%&#&!&^&#*#&*!^#!^#!*&%^#!&!^%', 'large_anchor': False}
{'anchors': [78, 80], 'sequence': '#!#&!%&*%!^&^!^*^*#!&!*^%^!#!#&*#&*&%*#%!%', 'large_anchor': True}
{'anchors': [11, 26], 'sequence': '%#&^%!#^*^&^!#%*^*%!^%#*!*#&*^&#^*^&!%*#*^!', 'large_anchor': False}
{'anchors': [75, 73], 'sequence': '^%!#^#%&*%!#&!^#*!*%&^*%*#%*^#%&%*%*%*#&#*!', 'large_anchor': True}
{'anchors': [17, 20], 'sequence': '&^*%#^#!^*^#%^&*#%&%^#!*^*!%#&!%!#^&%^%!&*&', 'large_anchor': False}
{'anchors': [77, 87], 'sequence': '!&#^&^*%*#*%#!&#*!^%#^%*#^*#&!*&!&#*&^%&*!^', 'large_anchor': True}
{'anchors': [29, 24], 'sequence': '!%*!&%*#^*!#&%&*%!#^%#%#&!&%&*#&^%^*&*!&!^!', 'large_anchor': False}
{'anchors': [84, 78], 'sequence': '*#^#&*%&#^#^#^&#%*^#!^!#!^*^%!%!%#&%*#*^&%!', 'large_anchor': True}
{'anchors': [12, 20], 'sequence': '&^%^#^*!&^&#&%&#%!#*^&*^!%*#%&!%!%^&*!^#^*^', 'large_anchor': False}
{'anchors': [78, 88], 'sequence': '^%^#^!&^&^%&%^#!*%&^%#&%*%*#^!#*!*%!*&*#!^#', 'large_anchor': True}
{'anchors': [27, 20], 'sequence': '!*&^*!&!%!&^&!^&#^%*#^!%^#&^!^%*%!*&^#!^&*!', 'large_anchor': False}
{'anchors': [74, 81], 'sequence': '*%^#&%#*^*%!#^&^%!%!%&*!*#&%#&%^%#&%^%^%#&*', 'large_anchor': True}
{'anchors': [17, 29], 'sequence': '^#&*&#&#^&#%^!^&*^%!*#!%^%#*&!*%*!^#!%*#%&^', 'large_anchor': False}
{'anchors': [73, 74], 'sequence': '#!#!&!&#!&%*&%^*#!#&*!*%*!^*!*#&^&^#!*!^*^%', 'large_anchor': True}
{'anchors': [16, 28], 'sequence': '^*%^!#&*^#&^*^!#%^#*^*&!#%^*&^#&^!^%^%!#&!^', 'large_anchor': False}
{'anchors': [80, 78], 'sequence': '*!&%!%^*#!*^%^%&^#%*^&%^%#%^&%^*^&#*#&^&*#&', 'large_anchor': True}
{'anchors': [23, 10], 'sequence': '^!&^&*%^%*#!^*#^*^#!&#&%&!^*^#!%&^%&^#*%#^!', 'large_anchor': False}
{'anchors': [88, 89], 'sequence': '%^%!^%#*^*%#!*^#&*&#!&!&*^#%#!^*^&*#^&!#*&!', 'large_anchor': True}
{'anchors': [25, 15], 'sequence': '^#%!*%*#!#%#&#%&%#&!*!*%!%^#!*^&#^*!%!%*&!#', 'large_anchor': False}
{'anchors': [76, 88], 'sequence': '*&!^#%!#&%!&*%*^%*&^*%#%^%#%^%*^*%*!^&!&!^*', 'large_anchor': True}
{'anchors': [16, 27], 'sequence': '*^%*&#*&%#&%!#*%*%!*!*^#^%&#*#^*#%!^!*&%!^*', 'large_anchor': False}
{'anchors': [78, 85], 'sequence': '!&!*!*^#^*&^!*^!^*%^%*#^&%&*&%#%*&^#^#^!%#^', 'large_anchor': True}
{'anchors': [23, 12], 'sequence': '!%*#*!%^&*#&^!%^*&%*%!#*%#*!*^&#^*!*%&^!%*!', 'large_anchor': False}
{'anchors': [74, 73], 'sequence': '%!%#&!&*%#^#%#^#&^%^&!*%^&%^!#^!*#^%^!#*^*^', 'large_anchor': True}
{'anchors': [15, 21], 'sequence': '*^&!%!*%*^#^%&#*&#&!&#&*!^!%^*!*&#*#%!*#^%*', 'large_anchor': False}
{'anchors': [82, 83], 'sequence': '&!%^&^#*&#*%#&^*#^!#!*!&!&*&%&!%#!#&!%*!#&*', 'large_anchor': True}
{'anchors': [14, 25], 'sequence': '#&!#!*!&#*&!%!&%!*#^#*&%&^#^&!%*!&%#&%&!%^!', 'large_anchor': False}
{'anchors': [86, 87], 'sequence': '%!#*#^*!*%^#%*^%^!&*^#*!*&!#^&%&#^%#%*&^%!&', 'large_anchor': True}
{'anchors': [17, 22], 'sequence': '*!^&%#%*&!&%&!&!#&*%!&!&^*&%^!&#&%*#^%&#%^*', 'large_anchor': False}
{'anchors': [79, 89], 'sequence': '&!#*&^!#&!%^#!&!^#^#!&%!*!*!%#^#*%#!*%&%*&*', 'large_anchor': True}
{'anchors': [23, 28], 'sequence': '!^!#&%&%*%*!*&^&*&!#!#^!&%*^%*^%#*^!&!%*&*^', 'large_anchor': False}
{'anchors': [81, 86], 'sequence': '^%&%#!*!*!^*%#&%!^%#%^!#!%*%*%&#*^&*!%&#%*!', 'large_anchor': True}
{'anchors': [26, 21], 'sequence': '^*%*&^!#%!#&%^%!&^%^&^!*!&*^%#*!&^&%*^%^!^%', 'large_anchor': False}
{'anchors': [76, 90], 'sequence': '%#^!*&%&!^*^&%^%^&^%^&^#*^%&%&^#!&%&%!%#!*%', 'large_anchor': True}
{'anchors': [29, 15], 'sequence': '%!%^*^%^#%^%&!&^&%#%&#%&!*%#*%#%&%^#%^#&^#%', 'large_anchor': False}
