{' 36': -2.1495728, ' 34': -2.2589011, ' 33': -2.2895482, ' 32': -2.5778565, ' 37': -2.752213}
{' 40': -2.4618125, ' 36': -2.530172, ' 33': -2.5842855, ' 34': -2.6780155, ' 37': -2.6878355}
{' 33': -2.259503, ' 34': -2.5375943, ' 37': -2.6321912, ' 36': -2.644547, ' 39': -2.6878893}
{' 33': -2.1181655, ' 32': -2.3974872, ' 34': -2.4135559, ' 30': -2.5768962, ' 36': -2.6524694}
{' 33': -1.9612986, ' 34': -2.4611232, ' 37': -2.517533, ' 32': -2.6363215, ' 36': -2.7168527}
{' 33': -2.3574922, ' 32': -2.5519502, ' 34': -2.6251485, ' 36': -2.7095678, ' 30': -2.754892}
{' 33': -2.3720565, ' 32': -2.492663, ' 30': -2.545882, ' 34': -2.6288571, ' 28': -2.6729093}
{' 36': -2.5153525, ' 34': -2.6594698, ' 40': -2.7238266, ' 42': -2.768532, ' 33': -2.7809594}
{' 33': -2.3928201, ' 34': -2.4943638, ' 32': -2.5290172, ' 36': -2.6470554, ' 37': -2.8709922}
{' 33': -2.2578654, ' 34': -2.458798, ' 36': -2.622092, ' 32': -2.7582393, ' 37': -2.833571}
{' 33': -2.2727306, ' 36': -2.4846122, ' 34': -2.5159156, ' 37': -2.5674064, ' 40': -2.7889736}
{' 34': -2.172284, ' 32': -2.4776201, ' 36': -2.5223808, ' 33': -2.6160297, ' 40': -2.8820162}
{' 33': -1.9314954, ' 34': -2.245466, ' 36': -2.3383865, ' 32': -2.4462144, ' 35': -2.7326114}
{' 32': -2.3209376, ' 36': -2.407089, ' 40': -2.4370944, ' 34': -2.598767, ' 33': -2.6440465}
{' 33': -2.3041556, ' 36': -2.33661, ' 34': -2.4018462, ' 32': -2.510544, ' 37': -2.7640164}
{' 33': -2.0958996, ' 34': -2.3403883, ' 32': -2.4613829, ' 37': -2.7379484, ' 36': -2.817294}
{' 37': -2.5181608, ' 40': -2.5476706, ' 34': -2.5665143, ' 33': -2.576951, ' 36': -2.6020622}
{' 37': -2.3386126, ' 33': -2.3703537, ' 36': -2.394599, ' 34': -2.5897455, ' 39': -2.645135}
{' 33': -2.2769594, ' 40': -2.4500093, ' 34': -2.6392345, ' 37': -2.6702907, ' 39': -2.7831447}
{' 36': -2.6102073, ' 40': -2.6151223, ' 34': -2.758699, ' 42': -2.8485596, ' 39': -2.9351172}
{' 40': -2.4424012, ' 36': -2.4452748, ' 33': -2.5860467, ' 34': -2.68648, ' 37': -2.7382958}
{' 33': -2.4963763, ' 36': -2.5365307, ' 34': -2.640832, ' 32': -2.706281, ' 37': -3.0277624}
{' 33': -2.2920365, ' 36': -2.3935418, ' 34': -2.4624765, ' 32': -2.6099126, ' 37': -2.6182303}
{' 28': -2.0033243, ' 34': -2.5442722, ' 36': -2.6861198, ' 32': -2.7074122, ' 33': -2.8753746}
{' 33': -2.269079, ' 34': -2.596105, ' 32': -2.6676185, ' 40': -2.6805627, ' 37': -2.745706}
{' 34': -2.3469005, ' 32': -2.5549045, ' 33': -2.561977, ' 36': -2.6665552, ' 37': -2.816196}
{' 33': -2.5151694, ' 40': -2.554087, ' 39': -2.6058476, ' 36': -2.61601, ' 34': -2.6235633}
{' 33': -2.1743584, ' 34': -2.3745584, ' 32': -2.4995785, ' 36': -2.709507, ' 37': -2.8188822}
{' 25': -2.499864, ' 24': -2.5958993, ' 33': -2.5970562, ' 28': -2.6087282, ' 30': -2.690811}
{' 36': -2.4263628, ' 40': -2.5523145, ' 48': -2.6792772, ' 42': -2.7034576, ' 44': -2.801618}
{' 37': -2.5486012, ' 33': -2.590915, ' 40': -2.626956, ' 43': -2.6948586, ' 36': -2.7437403}
{' 33': -2.2906334, ' 34': -2.4142823, ' 36': -2.6751342, ' 40': -2.7977097, ' 32': -2.8108304}
{' 33': -2.225103, ' 34': -2.451902, ' 36': -2.5354867, ' 32': -2.5929809, ' 40': -2.6464114}
{' 33': -2.58389, ' 40': -2.5954409, ' 36': -2.6825438, ' 34': -2.703209, ' 32': -2.7362432}
{' 33': -2.1586308, ' 36': -2.4046578, ' 37': -2.477102, ' 34': -2.4811275, ' 32': -2.4866283}
{' 37': -2.4351327, ' 33': -2.4988506, ' 39': -2.5651596, ' 40': -2.5889452, ' 34': -2.642577}
{' 40': -2.370803, ' 36': -2.6815362, ' 42': -2.6960244, ' 34': -2.8098385, ' 38': -2.826572}
{' 33': -2.4795527, ' 39': -2.493279, ' 40': -2.5238156, ' 37': -2.5596309, ' 36': -2.5596786}
{' 40': -2.4800081, ' 33': -2.5101147, ' 37': -2.5136938, ' 36': -2.73252, ' 39': -2.7885876}
{' 33': -2.5436964, ' 36': -2.5601912, ' 34': -2.6476593, ' 32': -2.648923, ' 37': -2.715499}
{' 33': -2.3437734, ' 40': -2.4961734, ' 39': -2.6110005, ' 36': -2.6456494, ' 34': -2.6547484}
{' 33': -2.2787263, ' 34': -2.2975194, ' 32': -2.541545, ' 37': -2.6061735, ' 36': -2.8164432}
{' 33': -2.1733248, ' 34': -2.3536189, ' 32': -2.5220568, ' 36': -2.6885054, ' 37': -2.7030077}
{' 40': -2.141512, ' 36': -2.5185518, ' 33': -2.5658836, ' 34': -2.6972656, ' 37': -2.751522}
{' 33': -2.5627837, ' 40': -2.6632123, ' 39': -2.7104115, ' 36': -2.7374327, ' 34': -2.7570946}
{' 33': -1.9981364, ' 34': -2.3470972, ' 32': -2.3884726, ' 36': -2.5484352, ' 37': -2.6855783}
{' 40': -2.295613, ' 45': -2.6009307, ' 42': -2.6185575, ' 43': -2.726337, ' 44': -2.778671}
{' 40': -2.3106966, ' 36': -2.48452, ' 33': -2.4855127, ' 34': -2.5729694, ' 32': -2.6490164}
{' 40': -2.1574755, ' 43': -2.619031, ' 36': -2.6353083, ' 42': -2.690136, ' 44': -2.7253094}
{' 36': -2.3352396, ' 40': -2.3833518, ' 34': -2.426622, ' 38': -2.7550588, ' 42': -2.7947314}
{' 33': -2.1311464, ' 32': -2.5125103, ' 30': -2.567502, ' 34': -2.646305, ' 25': -2.8042984}
{' 33': -2.320083, ' 34': -2.3830032, ' 37': -2.4712412, ' 36': -2.6373837, ' 38': -2.7264826}
{' 33': -2.329171, ' 32': -2.6091096, ' 34': -2.6563241, ' 36': -2.759238, ' 30': -2.761011}
{' 33': -2.1927955, ' 34': -2.3782222, ' 36': -2.4093847, ' 32': -2.5022829, ' 37': -2.77991}
{' 40': -2.4686174, ' 43': -2.593875, ' 33': -2.6220152, ' 37': -2.6399395, ' 39': -2.7145493}
{' 33': -2.4456353, ' 37': -2.4906983, ' 40': -2.4941132, ' 39': -2.5359712, ' 34': -2.594026}
{' 25': -2.2403913, ' 30': -2.2574868, ' 33': -2.2723448, ' 28': -2.3431354, ' 32': -2.4574502}
{' 37': -2.3403127, ' 33': -2.4458015, ' 34': -2.530161, ' 40': -2.5328531, ' 36': -2.5658462}
{' 40': -2.210434, ' 39': -2.5267222, ' 37': -2.563836, ' 36': -2.5765374, ' 33': -2.6687527}
{' 40': -2.322259, ' 32': -2.715372, ' 42': -2.7279654, ' 34': -2.7382479, ' 36': -2.7634878}
{' 40': -2.339892, ' 33': -2.526547, ' 36': -2.6405473, ' 34': -2.7423604, ' 37': -2.7724319}
{' 33': -2.3500426, ' 34': -2.5565073, ' 36': -2.6279452, ' 37': -2.6333811, ' 32': -2.641251}
{' 33': -2.4970422, ' 36': -2.5862498, ' 40': -2.6071982, ' 34': -2.6602921, ' 37': -2.7012067}
{' 33': -2.1698608, ' 34': -2.477665, ' 36': -2.5181246, ' 37': -2.5655794, ' 32': -2.733883}
{' 40': -2.1951458, ' 33': -2.5174801, ' 36': -2.5699894, ' 34': -2.757192, ' 37': -2.785222}
{' 33': -2.4802783, ' 37': -2.4961839, ' 34': -2.549374, ' 39': -2.6150992, ' 40': -2.6611257}
{' 40': -2.343248, ' 36': -2.3490949, ' 42': -2.6651814, ' 37': -2.7645354, ' 39': -2.8293126}
{' 40': -2.4187195, ' 36': -2.5712013, ' 34': -2.6254885, ' 37': -2.6445904, ' 39': -2.6995003}
{' 40': -2.360891, ' 39': -2.5163124, ' 36': -2.7035615, ' 33': -2.704211, ' 34': -2.8083036}
{' 39': -2.44437, ' 40': -2.5407763, ' 37': -2.653944, ' 36': -2.6629658, ' 33': -2.6653605}
{' 33': -2.2293165, ' 34': -2.5739238, ' 36': -2.5846088, ' 40': -2.6366413, ' 32': -2.7702785}
{' 40': -2.1164029, ' 36': -2.608287, ' 33': -2.7129261, ' 34': -2.7775574, ' 37': -2.8508997}
{' 36': -2.2315905, ' 40': -2.3378937, ' 33': -2.516987, ' 34': -2.584575, ' 37': -2.76543}
{' 40': -2.2764204, ' 44': -2.454826, ' 42': -2.5362394, ' 43': -2.687597, ' 45': -2.7312038}
{' 36': -1.9326274, ' 33': -2.0679796, ' 30': -2.2926052, ' 32': -2.421479, ' 34': -2.5942826}
{' 34': -2.5566425, ' 36': -2.6025941, ' 40': -2.676652, ' 38': -2.6894674, ' 42': -2.7705202}
{' 36': -2.5452003, ' 40': -2.6227446, ' 34': -2.6253834, ' 37': -2.6896467, ' 39': -2.6996765}
{' 45': -2.470102, ' 43': -2.502119, ' 40': -2.5027723, ' 39': -2.8020952, ' 33': -2.8205328}
{' 40': -2.5515099, ' 42': -2.6783898, ' 36': -2.7829363, ' 39': -2.789902, ' 43': -2.854606}
{' 40': -2.4057271, ' 33': -2.4086618, ' 37': -2.5062578, ' 34': -2.541845, ' 36': -2.592224}
{' 40': -2.0194929, ' 39': -2.5216625, ' 36': -2.5488832, ' 37': -2.7281199, ' 38': -2.8055818}
{' 33': -2.3074648, ' 34': -2.4940398, ' 36': -2.6983254, ' 40': -2.7102683, ' 39': -2.8379414}
{' 40': -2.5245512, ' 33': -2.5847776, ' 37': -2.6318026, ' 39': -2.6421468, ' 36': -2.7239342}
{' 34': -2.4306233, ' 36': -2.5238736, ' 40': -2.568844, ' 37': -2.657855, ' 33': -2.712557}
{' 33': -2.3728116, ' 34': -2.5863242, ' 36': -2.6167233, ' 40': -2.6910079, ' 37': -2.7074854}
{' 33': -1.9644134, ' 34': -2.3256404, ' 37': -2.4329526, ' 32': -2.5397317, ' 35': -2.84652}
{' 40': -2.355372, ' 33': -2.5552192, ' 34': -2.6150212, ' 36': -2.632815, ' 37': -2.6779447}
{' 33': -2.226091, ' 34': -2.5449092, ' 36': -2.7982934, ' 32': -2.8103244, ' 37': -2.9033856}
{' 33': -2.2234178, ' 34': -2.5257585, ' 40': -2.5372472, ' 36': -2.6783922, ' 32': -2.718781}
{' 40': -2.3845086, ' 37': -2.3972564, ' 39': -2.403047, ' 33': -2.4200377, ' 36': -2.5074232}
{' 33': -1.8035488, ' 34': -2.2889616, ' 36': -2.3244104, ' 32': -2.4153128, ' 37': -2.605135}
{' 33': -2.2815697, ' 34': -2.5205643, ' 32': -2.729684, ' 37': -2.8169968, ' 36': -2.930029}
{' 40': -2.2571611, ' 36': -2.4982948, ' 37': -2.5340538, ' 39': -2.5734634, ' 33': -2.5747347}
{' 36': -2.5290842, ' 34': -2.62774, ' 33': -2.7222054, ' 32': -2.8377914, ' 40': -2.9589796}
{' 33': -2.4325998, ' 36': -2.449874, ' 34': -2.491123, ' 37': -2.555226, ' 38': -2.6964166}
{' 40': -2.2540216, ' 43': -2.7054396, ' 45': -2.7474918, ' 39': -2.7562866, ' 36': -2.7661972}
{' 36': -2.2065694, ' 40': -2.3569174, ' 34': -2.5274217, ' 33': -2.5849092, ' 38': -2.7218044}
{' 32': -2.1264277, ' 33': -2.2737074, ' 34': -2.4881935, ' 36': -2.734741, ' 30': -2.905282}
{' 33': -2.241224, ' 34': -2.5616968, ' 36': -2.7058265, ' 32': -2.7649696, ' 40': -2.776654}
{' 42': -2.5217974, ' 40': -2.521951, ' 45': -2.6245654, ' 43': -2.6335995, ' 39': -2.6972039}
{' 36': -2.310043, ' 40': -2.363488, ' 42': -2.6775527, ' 45': -2.9502397, ' 44': -3.000202}
{' 40': -2.4940057, ' 37': -2.586823, ' 33': -2.5997941, ' 36': -2.6453824, ' 39': -2.656075}
{' 40': -2.3960423, ' 33': -2.5073333, ' 36': -2.7292914, ' 39': -2.7578998, ' 34': -2.8389823}
{' 36': -2.1564465, ' 33': -2.3724763, ' 34': -2.5827777, ' 32': -2.77186, ' 40': -2.774821}
{' 40': -2.5687482, ' 37': -2.5828445, ' 38': -2.658381, ' 39': -2.6596723, ' 33': -2.685081}
{' 40': -2.562403, ' 36': -2.5952628, ' 38': -2.690122, ' 42': -2.6963608, ' 34': -2.7627165}
{' 40': -2.375308, ' 43': -2.5924578, ' 39': -2.6663446, ' 44': -2.772523, ' 38': -2.808623}
{' 36': -2.2601163, ' 40': -2.5853677, ' 34': -2.622506, ' 33': -2.7865138, ' 32': -2.7975087}
{' 33': -2.537482, ' 40': -2.5881803, ' 36': -2.5950248, ' 34': -2.6510093, ' 37': -2.8976445}
{' 34': -2.658107, ' 36': -2.6651776, ' 33': -2.7740314, ' 28': -2.7745154, ' 37': -2.8019235}
{' 40': -2.1948032, ' 36': -2.40874, ' 34': -2.456334, ' 33': -2.6791782, ' 38': -2.700138}
{' 36': -2.1680503, ' 33': -2.373469, ' 34': -2.4611259, ' 40': -2.5067859, ' 32': -2.766012}
{' 33': -2.3773608, ' 34': -2.5465763, ' 32': -2.650663, ' 40': -2.7574801, ' 36': -2.8173213}
{' 34': -2.159747, ' 36': -2.4108264, ' 32': -2.4568195, ' 33': -2.501752, ' 40': -2.6965046}
{' 40': -2.534763, ' 43': -2.5913818, ' 37': -2.5951488, ' 33': -2.6456802, ' 39': -2.7480705}
{' 40': -2.3583894, ' 33': -2.587463, ' 34': -2.63835, ' 36': -2.6548514, ' 39': -2.7447464}
{' 33': -2.0127332, ' 34': -2.4697282, ' 37': -2.5248392, ' 40': -2.5474606, ' 35': -2.8300207}
{' 40': -2.2565496, ' 39': -2.620919, ' 45': -2.6441648, ' 36': -2.7105463, ' 43': -2.7710712}
{' 33': -2.08958, ' 34': -2.5127637, ' 36': -2.550468, ' 32': -2.5834727, ' 37': -2.6773086}
{' 33': -2.0718417, ' 32': -2.4562821, ' 34': -2.4955456, ' 30': -2.678535, ' 28': -2.7292435}
{' 33': -2.102118, ' 34': -2.4091563, ' 37': -2.6361632, ' 36': -2.6670995, ' 40': -2.7821116}
{' 40': -2.3472562, ' 43': -2.6269019, ' 42': -2.6590607, ' 37': -2.6828673, ' 39': -2.733558}
{' 40': -2.0852108, ' 36': -2.3847818, ' 33': -2.3914545, ' 45': -2.7470024, ' 30': -2.7797735}
{' 33': -2.3008451, ' 34': -2.3339558, ' 37': -2.498565, ' 40': -2.5111163, ' 36': -2.546615}
{' 40': -2.266053, ' 42': -2.6607933, ' 36': -2.7415943, ' 44': -2.770831, ' 45': -2.8988175}
{' 40': -2.2278383, ' 33': -2.4753444, ' 36': -2.5139015, ' 37': -2.7126758, ' 34': -2.8013358}
{' 40': -2.3202145, ' 44': -2.5450451, ' 43': -2.5571635, ' 42': -2.605899, ' 45': -2.7814915}
{' 34': -2.3696682, ' 36': -2.4388354, ' 40': -2.5594008, ' 33': -2.5883467, ' 32': -2.7056983}
{' 36': -2.5839968, ' 40': -2.601488, ' 34': -2.6477025, ' 33': -2.648414, ' 39': -2.877841}
{' 39': -2.4867644, ' 40': -2.581714, ' 43': -2.6086087, ' 37': -2.6878133, ' 42': -2.7241538}
{' 33': -2.304006, ' 40': -2.600802, ' 36': -2.7232864, ' 34': -2.7534642, ' 37': -2.7809184}
{' 33': -2.1436927, ' 34': -2.2926602, ' 37': -2.4329333, ' 32': -2.5468452, ' 35': -2.755321}
{' 33': -2.2765007, ' 37': -2.484354, ' 40': -2.518315, ' 39': -2.5308561, ' 34': -2.5560646}
{' 33': -2.283853, ' 34': -2.3381953, ' 32': -2.367989, ' 36': -2.4232984, ' 37': -2.905698}
{' 33': -2.4366627, ' 34': -2.4615421, ' 40': -2.5155792, ' 36': -2.653658, ' 32': -2.7627258}
{' 40': -2.1806579, ' 45': -2.6097903, ' 39': -2.7523208, ' 37': -2.7989707, ' 43': -2.815183}
{' 40': -2.0959034, ' 36': -2.5768166, ' 37': -2.6281607, ' 33': -2.6361258, ' 39': -2.775074}
{' 33': -2.1860836, ' 36': -2.387918, ' 34': -2.4348807, ' 40': -2.7431934, ' 32': -2.7518175}
{' 40': -2.2211926, ' 45': -2.6317542, ' 39': -2.6846812, ' 43': -2.7641299, ' 44': -2.931783}
{' 40': -2.1890283, ' 36': -2.4899957, ' 33': -2.6550367, ' 37': -2.704044, ' 34': -2.7454515}
{' 33': -2.2189662, ' 34': -2.447404, ' 40': -2.489576, ' 36': -2.5232408, ' 37': -2.655443}
{' 33': -2.4624398, ' 34': -2.5225108, ' 36': -2.6428368, ' 37': -2.6620343, ' 32': -2.891867}
