{' 37': -1.8922225, ' 36': -1.9215271, ' 34': -2.0395758, ' 35': -2.1291735, ' 33': -2.1524003}
{' 40': -1.9288151, ' 42': -2.24103, ' 44': -2.323046, ' 39': -2.3421233, ' 38': -2.3527634}
{' 30': -1.8081328, ' 33': -2.2843215, ' 28': -2.3616865, ' 35': -2.6333454, ' 34': -2.6367576}
{' 40': -1.751602, ' 45': -2.472806, ' 39': -2.533001, ' 43': -2.5736856, ' 35': -2.5837498}
{' 33': -1.9694543, ' 28': -2.373282, ' 32': -2.387323, ' 30': -2.5693374, ' 34': -2.5810103}
{' 36': -1.682421, ' 34': -2.0181735, ' 37': -2.0972254, ' 38': -2.1916182, ' 35': -2.3464663}
{' 33': -1.9673994, ' 34': -2.136834, ' 32': -2.33335, ' 36': -2.489786, ' 30': -2.5671022}
{' 36': -1.9044595, ' 37': -1.9366766, ' 34': -2.2111022, ' 35': -2.238219, ' 33': -2.2445095}
{' 33': -1.9894675, ' 34': -2.412202, ' 32': -2.4785469, ' 37': -2.6149862, ' 35': -2.7456884}
{' 40': -2.1579885, ' 39': -2.2239993, ' 36': -2.2803793, ' 38': -2.354993, ' 42': -2.4150267}
{' 40': -1.9947954, ' 35': -2.34065, ' 37': -2.374231, ' 45': -2.5438735, ' 43': -2.727391}
{' 37': -2.1136029, ' 40': -2.1885903, ' 39': -2.2035296, ' 36': -2.3946764, ' 38': -2.435324}
{' 28': -1.9467022, ' 25': -2.2550147, ' 30': -2.3507273, ' 33': -2.4016097, ' 27': -2.447203}
{' 39': -2.0590131, ' 43': -2.3789558, ' 40': -2.3989599, ' 37': -2.467063, ' 44': -2.5497186}
{' 33': -2.185736, ' 37': -2.1991215, ' 34': -2.3935435, ' 35': -2.5099595, ' 36': -2.5498974}
{' 43': -2.2494545, ' 45': -2.2603579, ' 39': -2.266203, ' 40': -2.3394775, ' 44': -2.3772707}
{' 33': -2.1549675, ' 34': -2.2243836, ' 36': -2.3446856, ' 32': -2.428116, ' 40': -2.6619122}
{' 36': -1.3869749, ' 34': -1.755862, ' 32': -2.2003865, ' 33': -2.4233139, ' 35': -2.5188985}
{' 33': -1.999681, ' 34': -2.3202405, ' 36': -2.3441892, ' 32': -2.3691983, ' 30': -2.4859903}
{' 40': -1.619475, ' 35': -1.8858018, ' 37': -2.16598, ' 36': -2.310677, ' 38': -2.7433069}
{' 33': -1.7842381, ' 30': -2.3409302, ' 28': -2.3628962, ' 32': -2.3864634, ' 34': -2.502887}
{' 37': -1.9330391, ' 39': -2.2327704, ' 36': -2.3522723, ' 38': -2.4011567, ' 35': -2.5460134}
{' 33': -2.2027314, ' 30': -2.2538016, ' 35': -2.267149, ' 40': -2.3256664, ' 32': -2.4280827}
{' 40': -1.1238086, ' 42': -2.5369995, ' 44': -2.563053, ' 38': -2.6802595, ' 43': -2.701366}
{' 33': -1.8433027, ' 34': -2.4475768, ' 32': -2.5177076, ' 35': -2.535206, ' 37': -2.6386693}
{' 33': -1.7876468, ' 37': -2.0541139, ' 34': -2.06679, ' 35': -2.1478019, ' 36': -2.1724792}
{' 40': -1.9524935, ' 35': -2.0279033, ' 33': -2.318938, ' 36': -2.3279066, ' 30': -2.4084394}
{' 37': -1.8119919, ' 39': -2.1879103, ' 36': -2.246669, ' 40': -2.2488835, ' 38': -2.3948472}
{' 33': -2.2046642, ' 34': -2.4397497, ' 37': -2.4532597, ' 32': -2.6551352, ' 35': -2.7021074}
{' 40': -1.702098, ' 44': -1.7721606, ' 42': -2.1366348, ' 43': -2.428611, ' 38': -2.711346}
{' 34': -2.2113771, ' 36': -2.252511, ' 33': -2.2598221, ' 37': -2.586301, ' 40': -2.5927248}
{' 40': -1.9740088, ' 36': -2.2053397, ' 38': -2.4260533, ' 37': -2.449608, ' 39': -2.5406163}
{' 33': -1.8116541, ' 30': -2.242222, ' 32': -2.396003, ' 28': -2.4364808, ' 29': -2.4722414}
{' 36': -1.6495194, ' 37': -1.8620116, ' 34': -2.3374734, ' 35': -2.3401, ' 33': -2.3902173}
{' 33': -1.9393063, ' 30': -2.1671848, ' 34': -2.3629208, ' 32': -2.3658924, ' 28': -2.441064}
{' 37': -1.8915095, ' 39': -2.188046, ' 36': -2.3947272, ' 38': -2.4334416, ' 35': -2.4472213}
{' 43': -1.9675164, ' 45': -2.0732427, ' 44': -2.1023335, ' 42': -2.4823291, ' 41': -2.5427346}
{' 36': -2.0355334, ' 37': -2.1099782, ' 38': -2.2925448, ' 34': -2.3273504, ' 40': -2.343023}
{' 33': -1.8236543, ' 30': -2.232322, ' 28': -2.322405, ' 32': -2.3347235, ' 34': -2.4919891}
{' 35': -1.9474782, ' 36': -2.020153, ' 37': -2.059658, ' 40': -2.2167995, ' 39': -2.4156466}
{' 33': -2.0431597, ' 34': -2.2274327, ' 32': -2.343444, ' 36': -2.4150383, ' 30': -2.6442266}
{' 40': -1.760989, ' 39': -2.40007, ' 38': -2.4063785, ' 36': -2.4236732, ' 37': -2.46304}
{' 33': -2.0247993, ' 28': -2.1013718, ' 30': -2.2321377, ' 29': -2.5448792, ' 32': -2.545292}
{' 40': -1.4474485, ' 36': -2.1125352, ' 38': -2.231095, ' 37': -2.5961568, ' 35': -2.6153}
{' 33': -1.7739418, ' 34': -2.0413628, ' 32': -2.0723112, ' 36': -2.4273136, ' 30': -2.5376148}
{' 45': -1.9715549, ' 43': -2.121292, ' 44': -2.1436293, ' 39': -2.4232066, ' 40': -2.498477}
{' 28': -1.7951224, ' 25': -2.1769059, ' 29': -2.228327, ' 27': -2.2770848, ' 30': -2.2824645}
{' 43': -1.8383996, ' 44': -1.9967401, ' 42': -2.055471, ' 41': -2.3200405, ' 40': -2.3210886}
{' 32': -2.1691983, ' 34': -2.1718068, ' 36': -2.1795237, ' 33': -2.234728, ' 30': -2.653044}
{' 34': -1.7064812, ' 36': -1.7453072, ' 33': -1.9694531, ' 32': -2.088893, ' 35': -2.4584181}
{' 33': -1.9247558, ' 30': -2.12973, ' 32': -2.3076398, ' 28': -2.3973463, ' 34': -2.40991}
{' 37': -1.7597042, ' 36': -1.761996, ' 33': -2.225104, ' 34': -2.2617853, ' 35': -2.5272548}
{' 33': -2.1904387, ' 37': -2.2056892, ' 34': -2.208286, ' 36': -2.3198638, ' 35': -2.4385955}
{' 32': -1.4893247, ' 34': -1.5774366, ' 36': -1.6279299, ' 33': -2.2994928, ' 30': -2.8362608}
{' 33': -1.9545183, ' 30': -2.1478665, ' 32': -2.2508848, ' 34': -2.2526636, ' 36': -2.4231882}
{' 36': -1.5972397, ' 34': -1.685388, ' 33': -2.2711594, ' 32': -2.3176358, ' 35': -2.342095}
{' 30': -1.6291522, ' 28': -1.8880671, ' 33': -2.3300114, ' 32': -2.3470402, ' 29': -2.5323474}
{' 40': -0.90537405, ' 36': -2.0475383, ' 35': -2.6194818, ' 38': -2.6946635, ' 37': -3.0527978}
{' 33': -1.9180156, ' 34': -2.198123, ' 32': -2.1994607, ' 30': -2.444026, ' 28': -2.5565872}
{' 44': -1.7056265, ' 43': -2.0363703, ' 45': -2.2074156, ' 42': -2.3923666, ' 46': -2.5260038}
{' 40': -2.223008, ' 35': -2.2541122, ' 37': -2.3628614, ' 36': -2.62002, ' 33': -2.7045324}
{' 36': -1.4030956, ' 34': -1.9168876, ' 32': -2.2379649, ' 38': -2.357566, ' 33': -2.5495963}
{' 40': -1.9591261, ' 38': -2.5153356, ' 44': -2.5754037, ' 42': -2.630382, ' 37': -2.6922746}
{' 40': -0.6808589, ' 44': -2.1212869, ' 45': -2.3738701, ' 42': -2.7758896, ' 43': -3.2060626}
{' 43': -2.1705606, ' 44': -2.3764074, ' 39': -2.526779, ' 41': -2.551873, ' 45': -2.5612342}
{' 40': -1.9648188, ' 44': -2.3769178, ' 42': -2.3842516, ' 39': -2.4231822, ' 36': -2.4548423}
{' 43': -2.3006182, ' 39': -2.3563569, ' 40': -2.3956842, ' 41': -2.4175167, ' 37': -2.4509678}
{' 36': -1.2404894, ' 32': -1.7699465, ' 34': -1.8926386, ' 33': -2.4121602, ' 35': -2.7442284}
{' 33': -2.0002377, ' 34': -2.1438, ' 32': -2.3590786, ' 36': -2.3701317, ' 35': -2.538996}
{' 43': -2.1082873, ' 39': -2.2088437, ' 40': -2.4145503, ' 37': -2.4200912, ' 44': -2.4502285}
{' 30': -1.8027384, ' 28': -2.2756875, ' 33': -2.3415759, ' 32': -2.4657013, ' 34': -2.5822012}
{' 36': -1.3915209, ' 40': -1.9141706, ' 34': -2.1934483, ' 32': -2.2880769, ' 38': -2.3422313}
{' 33': -2.2274783, ' 37': -2.2576938, ' 36': -2.438788, ' 34': -2.4421039, ' 35': -2.473538}
{' 40': -1.5740713, ' 36': -1.9389434, ' 44': -2.1168206, ' 48': -2.65303, ' 38': -2.665375}
{' 30': -1.7730262, ' 33': -2.150382, ' 35': -2.2138107, ' 34': -2.5985518, ' 40': -2.6934547}
{' 36': -2.0010386, ' 37': -2.1492052, ' 40': -2.224575, ' 39': -2.2861538, ' 38': -2.6001005}
{' 33': -2.065982, ' 37': -2.2033648, ' 34': -2.3483365, ' 35': -2.3592494, ' 36': -2.56947}
{' 43': -1.966784, ' 44': -2.1754975, ' 40': -2.346027, ' 42': -2.3550868, ' 41': -2.4482439}
{' 33': -1.9834695, ' 36': -2.3377366, ' 37': -2.4672904, ' 34': -2.5075288, ' 35': -2.556931}
{' 35': -1.458316, ' 33': -2.0838366, ' 30': -2.0996428, ' 32': -2.1348734, ' 36': -2.3114483}
{' 37': -2.2266388, ' 33': -2.2708006, ' 34': -2.302824, ' 36': -2.3789244, ' 35': -2.5025387}
{' 43': -1.7092874, ' 44': -1.8424673, ' 45': -2.1778002, ' 42': -2.388218, ' 41': -2.6001244}
{' 28': -2.0819209, ' 33': -2.16029, ' 30': -2.1673975, ' 29': -2.4157553, ' 32': -2.535992}
{' 40': -2.0028293, ' 43': -2.2855203, ' 42': -2.307632, ' 39': -2.3228965, ' 41': -2.3628252}
{' 33': -1.9017401, ' 34': -2.2670918, ' 32': -2.4604952, ' 35': -2.5556984, ' 30': -2.6252701}
{' 36': -1.236854, ' 40': -1.5852674, ' 32': -2.2495863, ' 34': -2.6324418, ' 38': -2.89432}
{' 40': -1.4054692, ' 35': -2.3161223, ' 36': -2.541856, ' 30': -2.6985343, ' 34': -2.7995284}
{' 40': -1.9810114, ' 39': -2.2936106, ' 37': -2.340031, ' 42': -2.37358, ' 36': -2.4075444}
{' 33': -1.9764755, ' 34': -2.247299, ' 32': -2.349267, ' 30': -2.4309168, ' 28': -2.6326578}
{' 40': -1.5774066, ' 36': -2.2155292, ' 38': -2.4455023, ' 37': -2.6157367, ' 35': -2.660901}
{' 40': -2.089257, ' 37': -2.1181524, ' 35': -2.1591241, ' 36': -2.3316562, ' 38': -2.4665532}
{' 36': -1.4052473, ' 40': -1.8454682, ' 32': -2.063069, ' 34': -2.2569149, ' 38': -2.4852426}
{' 36': -2.0814354, ' 34': -2.2765486, ' 37': -2.4502048, ' 33': -2.4815886, ' 40': -2.4937317}
{' 45': -2.016189, ' 48': -2.0933204, ' 47': -2.3031297, ' 44': -2.3172395, ' 46': -2.447003}
{' 40': -0.9019564, ' 45': -2.281967, ' 44': -2.6952474, ' 42': -2.9953763, ' 36': -3.1349037}
{' 36': -1.7085732, ' 37': -2.1003637, ' 34': -2.21239, ' 38': -2.2981937, ' 35': -2.3524332}
{' 33': -2.1292892, ' 37': -2.37022, ' 34': -2.4957528, ' 35': -2.5342336, ' 36': -2.6319416}
{' 36': -1.6938967, ' 40': -2.0502267, ' 38': -2.1736588, ' 34': -2.3137689, ' 37': -2.3709168}
{' 33': -1.8480629, ' 35': -2.3125546, ' 34': -2.3724577, ' 37': -2.3981938, ' 36': -2.4197218}
{' 36': -1.786571, ' 37': -2.1371226, ' 34': -2.2612283, ' 38': -2.2747238, ' 40': -2.4500403}
{' 40': -1.7358086, ' 30': -1.9481126, ' 35': -2.2449534, ' 36': -2.3505995, ' 34': -2.5234435}
{' 40': -1.3930067, ' 35': -1.9827951, ' 36': -2.2473416, ' 37': -2.2546487, ' 38': -2.6550117}
{' 37': -2.271454, ' 40': -2.378615, ' 39': -2.3830492, ' 43': -2.4533906, ' 38': -2.5130029}
{' 40': -1.5438905, ' 35': -2.0974364, ' 37': -2.1514049, ' 36': -2.1897817, ' 38': -2.5451512}
{' 37': -2.225089, ' 36': -2.3709059, ' 39': -2.4610443, ' 33': -2.468272, ' 35': -2.6047297}
{' 43': -1.928653, ' 44': -2.0884185, ' 40': -2.2316775, ' 39': -2.243728, ' 42': -2.3511183}
{' 33': -2.239819, ' 34': -2.4036376, ' 36': -2.411185, ' 30': -2.4404438, ' 35': -2.7115874}
{' 36': -1.9480418, ' 37': -2.0655668, ' 38': -2.1690614, ' 40': -2.3174198, ' 34': -2.3838909}
{' 30': -2.0759156, ' 32': -2.161402, ' 36': -2.2503693, ' 33': -2.2645457, ' 28': -2.390134}
{' 40': -1.8672047, ' 37': -2.2948227, ' 39': -2.4915276, ' 43': -2.5220804, ' 35': -2.5673037}
{' 40': -2.1492648, ' 36': -2.3612933, ' 38': -2.3782935, ' 37': -2.5159137, ' 44': -2.5655236}
{' 36': -1.5365627, ' 34': -1.764758, ' 32': -2.2652826, ' 33': -2.394208, ' 37': -2.4119997}
{' 28': -2.15892, ' 33': -2.2074935, ' 30': -2.3447998, ' 29': -2.5445268, ' 32': -2.6477084}
{' 40': -1.6131548, ' 44': -2.2448285, ' 42': -2.452209, ' 43': -2.504335, ' 45': -2.512896}
{' 40': -2.428336, ' 37': -2.4675622, ' 38': -2.5261142, ' 39': -2.6284769, ' 43': -2.6994443}
{' 43': -1.9936641, ' 39': -2.270825, ' 44': -2.3205588, ' 40': -2.4616895, ' 42': -2.5054047}
{' 33': -2.0662894, ' 34': -2.2062182, ' 32': -2.2438273, ' 36': -2.3222547, ' 37': -2.7217155}
{' 35': -1.4920776, ' 36': -1.9313381, ' 37': -2.2231653, ' 40': -2.2550182, ' 33': -2.4722726}
{' 33': -2.1207669, ' 34': -2.2715771, ' 36': -2.3024828, ' 37': -2.370601, ' 32': -2.441727}
{' 44': -1.5445212, ' 48': -1.9414064, ' 45': -2.0396423, ' 43': -2.3356552, ' 46': -2.5195744}
{' 37': -2.3406944, ' 40': -2.360842, ' 38': -2.408574, ' 39': -2.471902, ' 36': -2.5164776}
{' 43': -1.9955631, ' 45': -2.0959775, ' 44': -2.1702278, ' 47': -2.550652, ' 46': -2.5803742}
{' 37': -2.2709205, ' 33': -2.317226, ' 36': -2.4843767, ' 39': -2.5518622, ' 35': -2.587647}
{' 36': -1.3082006, ' 37': -2.2653177, ' 34': -2.3353145, ' 38': -2.3383882, ' 33': -2.4840925}
{' 33': -2.144885, ' 35': -2.305207, ' 37': -2.3805857, ' 34': -2.4400957, ' 36': -2.6858957}
{' 43': -2.029325, ' 45': -2.0778785, ' 44': -2.1785665, ' 39': -2.4001756, ' 42': -2.575493}
{' 33': -1.9615945, ' 30': -2.2240944, ' 28': -2.2328348, ' 32': -2.4422226, ' 34': -2.5563457}
{' 43': -1.7333493, ' 44': -2.0291429, ' 40': -2.176865, ' 45': -2.438973, ' 42': -2.4436784}
{' 43': -2.4222345, ' 40': -2.4685805, ' 44': -2.4972038, ' 39': -2.6019468, ' 41': -2.6324701}
{' 44': -1.8447818, ' 43': -1.9536706, ' 45': -2.1056864, ' 46': -2.5417337, ' 42': -2.561554}
{' 40': -1.9931017, ' 35': -2.3167999, ' 37': -2.4134643, ' 45': -2.5879962, ' 36': -2.7045963}
{' 44': -2.0066338, ' 40': -2.0425413, ' 43': -2.15917, ' 42': -2.1593294, ' 45': -2.3680182}
{' 37': -2.3035643, ' 38': -2.4126952, ' 40': -2.428756, ' 36': -2.4374459, ' 34': -2.5910819}
{' 48': -2.053524, ' 45': -2.207367, ' 44': -2.3894653, ' 47': -2.4084482, ' 46': -2.5083086}
{' 40': -2.3733714, ' 44': -2.4171088, ' 39': -2.6366038, ' 43': -2.6903298, ' 36': -2.7246344}
{' 44': -1.7453642, ' 43': -2.1373835, ' 40': -2.2275543, ' 42': -2.2460852, ' 45': -2.350443}
{' 37': -2.3344145, ' 36': -2.3374348, ' 40': -2.4048233, ' 38': -2.4614124, ' 34': -2.4929247}
{' 40': -0.6404098, ' 45': -2.0359805, ' 44': -2.384278, ' 50': -3.1064477, ' 42': -3.1334774}
{' 33': -2.0532825, ' 37': -2.4325006, ' 34': -2.4566982, ' 35': -2.603276, ' 36': -2.6065586}
{' 43': -1.8067347, ' 44': -2.2316232, ' 40': -2.2677531, ' 39': -2.3909974, ' 42': -2.48346}
{' 40': -1.2172173, ' 45': -2.4479427, ' 44': -2.7851973, ' 42': -2.8970716, ' 35': -2.9854171}
{' 37': -1.9853104, ' 39': -2.1856241, ' 36': -2.208643, ' 40': -2.2672663, ' 38': -2.4009426}
{' 40': -2.1759412, ' 36': -2.299878, ' 38': -2.578998, ' 34': -2.590266, ' 37': -2.6533341}
{' 40': -1.5737934, ' 45': -2.1628447, ' 44': -2.396637, ' 43': -2.4480555, ' 42': -2.6502936}
{' 40': -2.0131302, ' 44': -2.3944864, ' 36': -2.432601, ' 42': -2.4950163, ' 38': -2.5117533}
{' 44': -1.6047076, ' 48': -1.8610439, ' 40': -1.9072199, ' 42': -2.359745, ' 45': -2.4408484}
{' 40': -1.9114926, ' 35': -2.2605767, ' 37': -2.4490657, ' 45': -2.49494, ' 39': -2.7135882}
{' 35': -1.7574288, ' 37': -1.9569336, ' 36': -1.9932467, ' 33': -2.2760923, ' 34': -2.405339}
{' 36': -2.1543674, ' 40': -2.360873, ' 37': -2.4074507, ' 34': -2.4596167, ' 38': -2.532548}
{' 44': -1.9477558, ' 43': -1.9770336, ' 45': -2.1189985, ' 46': -2.552822, ' 42': -2.5920722}
{' 35': -2.1616359, ' 33': -2.1691194, ' 37': -2.4089074, ' 34': -2.5246415, ' 36': -2.5621448}
{' 40': -1.9313154, ' 44': -2.0716295, ' 43': -2.3246832, ' 45': -2.4495354, ' 42': -2.452921}
{' 37': -2.2073874, ' 36': -2.3831697, ' 40': -2.4135165, ' 39': -2.4644148, ' 38': -2.5389674}
{' 40': -1.6458218, ' 36': -1.8007472, ' 38': -2.150334, ' 44': -2.6420605, ' 42': -2.7943766}
{' 33': -1.7434865, ' 32': -2.076374, ' 30': -2.0967789, ' 34': -2.2422152, ' 28': -2.544205}
{' 44': -1.7698947, ' 45': -2.0087693, ' 43': -2.2163308, ' 48': -2.307686, ' 46': -2.3212798}
{' 43': -2.1106553, ' 44': -2.2537208, ' 45': -2.4230733, ' 41': -2.5524144, ' 42': -2.559794}
{' 43': -2.030299, ' 39': -2.147721, ' 40': -2.1651285, ' 44': -2.181131, ' 41': -2.4333904}
{' 40': -2.2417874, ' 36': -2.3545785, ' 44': -2.6042666, ' 42': -2.6426044, ' 38': -2.6446366}
{' 43': -1.6541988, ' 44': -2.0130208, ' 45': -2.1801274, ' 40': -2.4774058, ' 42': -2.5465586}
{' 36': -1.8501362, ' 32': -2.286511, ' 34': -2.2908633, ' 40': -2.3073878, ' 33': -2.471994}
{' 45': -1.8331628, ' 44': -1.8965172, ' 43': -2.056847, ' 46': -2.5207808, ' 42': -2.570001}
{' 33': -1.9240336, ' 34': -2.2086713, ' 32': -2.3451247, ' 30': -2.3618999, ' 36': -2.4269547}
{' 45': -1.925641, ' 44': -1.9981859, ' 40': -2.122264, ' 43': -2.3493795, ' 46': -2.5489454}
{' 30': -1.9730961, ' 28': -2.0917437, ' 33': -2.261945, ' 32': -2.435302, ' 34': -2.5280535}
{' 36': -1.9784288, ' 37': -2.216218, ' 39': -2.2770424, ' 40': -2.3325014, ' 38': -2.4902487}
{' 37': -2.2250671, ' 34': -2.3542576, ' 36': -2.3653297, ' 33': -2.450242, ' 35': -2.498909}
{' 44': -1.8545066, ' 43': -1.9685212, ' 45': -1.9913883, ' 46': -2.457866, ' 47': -2.600957}
{' 44': -2.3688498, ' 43': -2.3692112, ' 40': -2.403773, ' 39': -2.5881863, ' 42': -2.602782}
{' 45': -1.9797579, ' 44': -2.0079153, ' 40': -2.0737798, ' 43': -2.3017907, ' 42': -2.4692094}
{' 35': -1.8865151, ' 30': -2.1241984, ' 33': -2.1913295, ' 37': -2.540688, ' 36': -2.651936}
{' 40': -0.8159475, ' 44': -2.2557554, ' 42': -2.5944488, ' 45': -2.6565921, ' 43': -2.8966825}
{' 43': -2.0025434, ' 44': -2.1524525, ' 45': -2.2305841, ' 41': -2.5787868, ' 42': -2.6245492}
{' 44': -1.7456537, ' 43': -2.1498227, ' 42': -2.2636275, ' 40': -2.2856555, ' 45': -2.4401374}
{' 36': -2.1969662, ' 34': -2.3314302, ' 33': -2.480745, ' 37': -2.5982702, ' 40': -2.704871}
{' 40': -1.7314459, ' 36': -1.9636219, ' 44': -2.3312383, ' 38': -2.5044143, ' 42': -2.7726445}
{' 34': -2.0915296, ' 36': -2.2136457, ' 33': -2.261297, ' 32': -2.417915, ' 38': -2.7261493}
{' 40': -1.7096424, ' 44': -2.14359, ' 36': -2.163766, ' 38': -2.3590307, ' 42': -2.3819456}
{' 33': -2.1292145, ' 35': -2.1903546, ' 30': -2.3419898, ' 34': -2.5831378, ' 37': -2.5918028}
{' 44': -2.0198295, ' 45': -2.0611122, ' 48': -2.3021057, ' 43': -2.4333036, ' 46': -2.4411743}
{' 44': -2.078552, ' 40': -2.3091924, ' 43': -2.53565, ' 42': -2.631086, ' 38': -2.6852863}
{' 43': -1.9098643, ' 44': -2.1145027, ' 42': -2.4251127, ' 45': -2.4397256, ' 39': -2.5213096}
{' 40': -2.1242237, ' 44': -2.17988, ' 36': -2.5068035, ' 42': -2.629998, ' 38': -2.655956}
{' 44': -2.0054934, ' 43': -2.0223353, ' 40': -2.1686442, ' 39': -2.259288, ' 42': -2.3496745}
{' 40': -1.3785589, ' 35': -2.1928442, ' 30': -2.4862382, ' 36': -2.5275304, ' 37': -2.872317}
{' 44': -1.7254895, ' 43': -2.1372964, ' 42': -2.3145838, ' 45': -2.4064653, ' 40': -2.4620247}
{' 35': -2.151677, ' 37': -2.2504966, ' 40': -2.437969, ' 36': -2.4863956, ' 33': -2.5251815}
{' 48': -1.6761917, ' 44': -1.9850047, ' 45': -2.109733, ' 46': -2.565455, ' 43': -2.6805987}
{' 40': -2.2505693, ' 36': -2.348258, ' 34': -2.5295763, ' 37': -2.588973, ' 38': -2.6325712}
{' 40': -1.9894135, ' 36': -2.0022614, ' 38': -2.1844087, ' 44': -2.339988, ' 42': -2.3750021}
{' 28': -1.9987873, ' 30': -2.148872, ' 33': -2.186005, ' 32': -2.3232443, ' 34': -2.517468}
{' 43': -2.2465737, ' 40': -2.3223374, ' 39': -2.3308928, ' 44': -2.498829, ' 37': -2.5028374}
{' 33': -2.1188931, ' 35': -2.1271417, ' 34': -2.3912587, ' 37': -2.5228286, ' 36': -2.601829}
{' 45': -1.810389, ' 44': -2.051396, ' 48': -2.236321, ' 43': -2.303186, ' 46': -2.532}
{' 40': -1.7262007, ' 38': -2.5766559, ' 36': -2.589132, ' 37': -2.6041667, ' 39': -2.7787118}
{' 43': -1.9008423, ' 44': -1.9888685, ' 45': -2.1869962, ' 46': -2.553539, ' 42': -2.5727022}
{' 39': -2.185106, ' 37': -2.244088, ' 40': -2.2677333, ' 38': -2.498099, ' 41': -2.5564888}
{' 44': -1.7557945, ' 45': -2.1994858, ' 43': -2.264761, ' 48': -2.2712736, ' 42': -2.3584623}
{' 37': -2.2369998, ' 40': -2.36784, ' 39': -2.3900905, ' 41': -2.535973, ' 38': -2.5848565}
{' 44': -1.8875651, ' 43': -2.2855954, ' 45': -2.458571, ' 42': -2.5075126, ' 40': -2.5649657}
{' 34': -2.519051, ' 33': -2.521749, ' 37': -2.5678973, ' 36': -2.5832553, ' 40': -2.643268}
{' 45': -1.9562656, ' 44': -2.0012016, ' 43': -2.1871512, ' 48': -2.4160874, ' 46': -2.4937077}
{' 37': -2.2189152, ' 33': -2.29577, ' 34': -2.3565266, ' 36': -2.3657668, ' 35': -2.4892542}
{' 44': -1.7819122, ' 43': -2.0644047, ' 45': -2.2212088, ' 42': -2.4629111, ' 46': -2.5343213}
{' 40': -2.3875747, ' 43': -2.4400325, ' 39': -2.4600978, ' 37': -2.4881456, ' 44': -2.562141}
{' 44': -1.704995, ' 43': -1.9255493, ' 42': -2.199228, ' 45': -2.207345, ' 40': -2.2280452}
{' 40': -2.2618155, ' 44': -2.262461, ' 43': -2.4380553, ' 42': -2.492862, ' 39': -2.6406987}
{' 44': -1.6996038, ' 45': -1.9538112, ' 43': -1.9992634, ' 42': -2.1610065, ' 46': -2.6521623}
{' 37': -2.256444, ' 39': -2.4858034, ' 40': -2.5353546, ' 36': -2.5889788, ' 38': -2.6333876}
{' 43': -1.9173564, ' 44': -1.9410572, ' 40': -2.2588642, ' 39': -2.2713776, ' 41': -2.3867414}
{' 34': -2.0287967, ' 33': -2.1424937, ' 32': -2.2195792, ' 36': -2.3391654, ' 30': -2.395108}
